mean_H,std_H,op_up,op_dn,mi1,decay,tcomp,gzip,w_H,w_OP_s,w_OP_t,w_T,w_G,score,T,seed,magnetisation
0.468445,0.171323,0.441453,0.436497,0.191817,0.185999,0.750039,0.085781,1.0,0.0,0.912443,0.969115,0.960372,0.84922,2.22,0,0.10207
0.482291,0.176123,0.48565,0.44454,0.176524,0.174502,0.739785,0.086777,1.0,0.0,0.88726,0.992547,0.965637,0.850386,2.22,1,0.071094
0.47047,0.179516,0.459896,0.436023,0.157667,0.150517,0.724707,0.086523,1.0,0.0,0.831853,0.997814,0.964328,0.800425,2.22,2,0.106172
0.470115,0.173653,0.4315,0.435479,0.150718,0.150336,0.73541,0.085625,1.0,0.0,0.821009,0.997716,0.959514,0.78597,2.22,3,0.256328
0.494827,0.2005,0.526666,0.455298,0.175433,0.168696,0.731777,0.089629,1.0,0.0,0.879477,0.999753,0.978718,0.860547,2.22,4,0.001211
0.46046,0.18651,0.453829,0.42696,0.175265,0.169007,0.747305,0.084199,1.0,0.0,0.879673,0.976877,0.951293,0.817477,2.22,5,0.227617
0.497217,0.205536,0.527628,0.456361,0.131569,0.128683,0.707246,0.088789,1.0,0.0,0.743032,0.960359,0.975176,0.695864,2.22,6,0.078828
0.480199,0.185368,0.499126,0.444029,0.177641,0.174822,0.743789,0.087539,1.0,0.0,0.888757,0.985255,0.969422,0.848877,2.22,7,0.129492
0.470763,0.193255,0.471806,0.438593,0.146972,0.128245,0.729531,0.086914,1.0,0.0,0.771014,0.999983,0.966331,0.745042,2.22,8,0.20832
0.492677,0.183527,0.492756,0.458217,0.157363,0.155738,0.725645,0.089414,1.0,0.0,0.839601,0.998519,0.977837,0.819777,2.22,9,0.100742
0.475491,0.200811,0.510476,0.438145,0.149565,0.149496,0.72207,0.085996,1.0,0.0,0.817752,0.9951,0.961537,0.782446,2.22,10,0.110352
0.456822,0.205343,0.475573,0.424917,0.152277,0.132068,0.731738,0.08418,1.0,0.0,0.788216,0.999764,0.951176,0.749555,2.22,11,0.20207
0.454725,0.190507,0.439207,0.425456,0.204482,0.174323,0.757129,0.084727,1.0,0.0,0.909617,0.944124,0.954416,0.819644,2.22,12,0.119922
0.448272,0.165069,0.391091,0.419448,0.212575,0.186083,0.759648,0.083437,1.0,0.0,0.925996,0.933631,0.946615,0.818385,2.22,13,0.081797
0.472308,0.18406,0.459791,0.438391,0.147592,0.147588,0.720332,0.086699,1.0,0.0,0.811256,0.992724,0.965236,0.777356,2.22,14,0.015234
0.479064,0.178855,0.48138,0.444101,0.187058,0.16604,0.745391,0.087012,1.0,0.0,0.88715,0.981665,0.966824,0.841991,2.22,15,0.023867
0.493789,0.192909,0.506053,0.453417,0.176016,0.16727,0.745801,0.08834,1.0,0.0,0.878342,0.980684,0.973175,0.838269,2.22,16,0.174375
0.475421,0.204209,0.517725,0.439657,0.121577,0.121071,0.701152,0.087266,1.0,0.0,0.701652,0.937054,0.968087,0.636504,2.22,17,0.044219
0.495702,0.195565,0.523817,0.457704,0.168968,0.146634,0.734277,0.088027,1.0,0.0,0.839647,0.998572,0.971738,0.814751,2.22,18,0.020664
0.466139,0.179849,0.448059,0.432109,0.180795,0.165538,0.7725,0.084473,1.0,0.0,0.880903,0.868391,0.952924,0.728957,2.22,19,0.384141
0.476887,0.169278,0.471816,0.443127,0.167016,0.160051,0.733301,0.087129,1.0,0.0,0.858672,0.999149,0.96741,0.829981,2.225,0,0.071289
0.475529,0.164555,0.451087,0.441544,0.181881,0.181287,0.743652,0.087109,1.0,0.0,0.899502,0.985544,0.967313,0.857521,2.225,1,0.129023
0.475589,0.183586,0.464324,0.439441,0.130316,0.129767,0.708965,0.087227,1.0,0.0,0.742746,0.966022,0.967895,0.694473,2.225,2,0.146367
0.473672,0.178941,0.478503,0.438677,0.192207,0.192152,0.747539,0.086309,1.0,0.0,0.917889,0.976254,0.963203,0.863119,2.225,3,0.029492
0.507253,0.200391,0.547276,0.465277,0.14988,0.137294,0.721387,0.090762,1.0,0.0,0.795761,0.994221,0.983076,0.777772,2.225,4,0.172891
0.468515,0.187643,0.459607,0.434946,0.136284,0.126058,0.727461,0.086016,1.0,0.0,0.746564,0.999496,0.961642,0.717567,2.225,5,0.263359
0.496417,0.199671,0.521572,0.456199,0.140984,0.12844,0.719707,0.088281,1.0,0.0,0.761133,0.991757,0.972908,0.734409,2.225,6,0.147578
0.49499,0.190022,0.532047,0.455233,0.150128,0.148068,0.724434,0.089375,1.0,0.0,0.816285,0.997582,0.977675,0.796132,2.225,7,0.127969
0.479088,0.201761,0.490765,0.445031,0.170071,0.122347,0.735332,0.087188,1.0,0.0,0.78645,0.997781,0.967701,0.75936,2.225,8,0.043906
0.500989,0.188551,0.512267,0.464147,0.154135,0.150657,0.725391,0.089824,1.0,0.0,0.826885,0.998342,0.979504,0.808593,2.225,9,0.133437
0.47451,0.192662,0.502813,0.437853,0.155895,0.153906,0.724492,0.086152,1.0,0.0,0.834674,0.997633,0.962375,0.801368,2.225,10,0.031367
0.46852,0.207276,0.487451,0.435723,0.138326,0.108078,0.711016,0.086563,1.0,0.0,0.699602,0.972236,0.964531,0.656053,2.225,11,0.025977
0.46446,0.195332,0.462143,0.432642,0.148142,0.147847,0.733574,0.08623,1.0,0.0,0.812626,0.999002,0.96279,0.781607,2.225,12,0.240156
0.460014,0.166799,0.423967,0.428803,0.191796,0.176701,0.749727,0.08457,1.0,0.0,0.903425,0.970056,0.953501,0.835623,2.225,13,0.14418
0.492158,0.194392,0.50436,0.454843,0.157027,0.155269,0.725645,0.088574,1.0,0.0,0.838411,0.998519,0.974228,0.815594,2.225,14,0.031602
0.48561,0.177131,0.485574,0.450491,0.158418,0.151855,0.727422,0.088516,1.0,0.0,0.835089,0.999481,0.973967,0.812927,2.225,15,0.012617
0.500446,0.191343,0.516723,0.459925,0.152035,0.152018,0.728691,0.08998,1.0,0.0,0.825816,0.999866,0.980122,0.809292,2.225,16,0.15918
0.491095,0.209887,0.557298,0.451609,0.129363,0.12496,0.709316,0.088574,1.0,0.0,0.729492,0.96713,0.974228,0.687331,2.225,17,0.069258
0.501964,0.197008,0.511527,0.463762,0.146301,0.140886,0.732793,0.088926,1.0,0.0,0.796961,0.999391,0.975771,0.777178,2.225,18,0.237305
0.478909,0.189218,0.491929,0.442067,0.224715,0.207234,0.769453,0.086152,1.0,0.0,0.947388,0.885498,0.962375,0.807346,2.225,19,0.082227
0.482507,0.174301,0.483071,0.447274,0.14514,0.128682,0.71666,0.088711,1.0,0.0,0.769003,0.986194,0.974834,0.7393,2.23,0,0.065156
0.497139,0.181798,0.521022,0.458626,0.160181,0.160103,0.72873,0.090488,1.0,0.0,0.849866,0.999874,0.982068,0.834522,2.23,1,0.109258
0.483762,0.187301,0.490893,0.446506,0.141452,0.140928,0.714551,0.08793,1.0,0.0,0.788357,0.981526,0.971282,0.751572,2.23,2,0.116641
0.483382,0.181445,0.48685,0.446979,0.158146,0.157073,0.727949,0.087285,1.0,0.0,0.842697,0.999671,0.968184,0.815618,2.23,3,0.084453
0.519363,0.206211,0.579224,0.475045,0.135296,0.134324,0.704707,0.092305,1.0,0.0,0.763174,0.951249,0.988226,0.717421,2.23,4,0.008125
0.479548,0.196084,0.487945,0.442884,0.138343,0.122989,0.738984,0.086484,1.0,0.0,0.742888,0.993714,0.964125,0.711735,2.23,5,0.337656
0.50439,0.200049,0.538108,0.461721,0.143201,0.141242,0.71584,0.089238,1.0,0.0,0.79217,0.984457,0.977103,0.762002,2.23,6,0.052617
0.502819,0.18948,0.535784,0.462055,0.126869,0.126072,0.704414,0.091094,1.0,0.0,0.726503,0.950142,0.984261,0.679417,2.23,7,0.029648
0.483927,0.198194,0.496132,0.448212,0.139445,0.131864,0.724082,0.088496,1.0,0.0,0.766063,0.997268,0.973879,0.744014,2.23,8,0.214687
0.510618,0.191781,0.544742,0.470602,0.137606,0.132129,0.712891,0.090859,1.0,0.0,0.76311,0.97739,0.983429,0.733496,2.23,9,0.125781
0.491208,0.204355,0.545782,0.450437,0.128966,0.126295,0.706855,0.088398,1.0,0.0,0.731794,0.959014,0.97344,0.683161,2.23,10,0.104414
0.475624,0.206475,0.503002,0.442274,0.11985,0.119832,0.704824,0.088398,1.0,0.0,0.694171,0.951689,0.97344,0.643088,2.23,11,0.182812
0.467211,0.193078,0.473064,0.436921,0.166668,0.164363,0.73377,0.086934,1.0,0.0,0.86405,0.998891,0.96643,0.834118,2.23,12,0.068867
0.46691,0.173279,0.442428,0.43451,0.183716,0.177332,0.749922,0.085586,1.0,0.0,0.897266,0.969469,0.959298,0.834467,2.23,13,0.202109
0.500624,0.204334,0.528791,0.461441,0.091879,0.091864,0.700684,0.089414,1.0,0.0,0.526043,0.93506,0.977837,0.48098,2.23,14,0.305391
0.498928,0.1841,0.517637,0.460668,0.144026,0.144016,0.717441,0.090234,1.0,0.0,0.798772,0.987754,0.981107,0.774084,2.23,15,0.038711
0.494296,0.182819,0.497186,0.45644,0.144759,0.139051,0.716523,0.090391,1.0,0.0,0.790729,0.985911,0.981701,0.765323,2.23,16,0.059609
0.490055,0.206111,0.538662,0.450855,0.108111,0.10188,0.699785,0.088848,1.0,0.0,0.610584,0.931161,0.975432,0.554583,2.23,17,0.173008
0.502386,0.199304,0.543906,0.464387,0.159595,0.140652,0.726055,0.089102,1.0,0.0,0.816749,0.998785,0.976525,0.796606,2.23,18,0.060898
0.483613,0.190723,0.50116,0.446156,0.191142,0.188297,0.766172,0.086328,1.0,0.0,0.913897,0.902832,0.963306,0.794819,2.23,19,0.289531
0.485429,0.171687,0.478312,0.450503,0.143,0.142447,0.716445,0.088555,1.0,0.0,0.794053,0.985749,0.974141,0.762496,2.235,0,0.104648
0.497499,0.173854,0.50748,0.458847,0.150128,0.140927,0.718613,0.089824,1.0,0.0,0.803379,0.989922,0.979504,0.778982,2.235,1,0.015469
0.493042,0.189727,0.489692,0.455059,0.140295,0.128662,0.718496,0.088496,1.0,0.0,0.76039,0.989714,0.973879,0.732911,2.235,2,0.159453
0.491902,0.183979,0.499582,0.453138,0.155152,0.140673,0.723418,0.088398,1.0,0.0,0.810565,0.996621,0.97344,0.78637,2.235,3,0.063594
0.522847,0.202451,0.569759,0.478092,0.139422,0.132951,0.709004,0.092422,1.0,0.0,0.768395,0.966146,0.98858,0.733904,2.235,4,0.049102
0.485013,0.193121,0.511055,0.447767,0.161123,0.149979,0.731953,0.088066,1.0,0.0,0.835725,0.999702,0.97192,0.812016,2.235,5,0.130195
0.511362,0.202737,0.543438,0.468097,0.10194,0.100482,0.699316,0.090645,1.0,0.0,0.587693,0.929087,0.982647,0.536543,2.235,6,0.248359
0.513736,0.190438,0.561526,0.472688,0.131425,0.131286,0.706562,0.092695,1.0,0.0,0.748522,0.957992,0.989385,0.709467,2.235,7,0.045195
0.49955,0.202776,0.528742,0.460971,0.12637,0.124129,0.70873,0.090234,1.0,0.0,0.720708,0.965274,0.981107,0.682537,2.235,8,0.143203
0.518425,0.196449,0.574846,0.477622,0.117346,0.117008,0.691621,0.092891,1.0,0.0,0.680356,0.891301,0.989942,0.600303,2.235,9,0.036367
0.495192,0.200737,0.54455,0.455223,0.131887,0.130515,0.706309,0.088965,1.0,0.0,0.74783,0.957097,0.975939,0.698525,2.235,10,0.002422
0.477463,0.20182,0.487401,0.444536,0.126874,0.126863,0.702813,0.08918,1.0,0.0,0.728361,0.943889,0.976856,0.671581,2.235,11,0.009609
0.46807,0.185428,0.446587,0.436414,0.128823,0.120259,0.72125,0.086914,1.0,0.0,0.716506,0.994036,0.966331,0.688253,2.235,12,0.260938
0.479341,0.182342,0.48529,0.444106,0.154522,0.152553,0.723633,0.08752,1.0,0.0,0.83051,0.996838,0.969328,0.802491,2.235,13,0.01418
0.503643,0.197727,0.539139,0.465184,0.130298,0.127965,0.707988,0.090703,1.0,0.0,0.738629,0.962855,0.982862,0.699004,2.235,14,0.040703
0.496088,0.175059,0.491934,0.459524,0.151287,0.149317,0.728184,0.089805,1.0,0.0,0.820247,0.999742,0.979426,0.803164,2.235,15,0.177617
0.506843,0.181157,0.523848,0.467089,0.118113,0.116407,0.698164,0.091309,1.0,0.0,0.680758,0.923872,0.985005,0.619503,2.235,16,0.091055
0.501238,0.205937,0.561628,0.460307,0.112333,0.09828,0.694668,0.090762,1.0,0.0,0.610002,0.907077,0.983076,0.543955,2.235,17,0.034648
0.520352,0.204112,0.545294,0.478851,0.099255,0.095448,0.726055,0.091426,1.0,0.0,0.562619,0.998785,0.985404,0.553734,2.235,18,0.40582
0.494428,0.193792,0.528535,0.453989,0.156496,0.148185,0.724687,0.088516,1.0,0.0,0.82626,0.997798,0.973967,0.802977,2.235,19,0.001953
0.494023,0.188923,0.525823,0.457588,0.106268,0.105609,0.683477,0.089805,1.0,0.0,0.616893,0.844428,0.979426,0.510204,2.24,0,0.021797
0.521124,0.184433,0.558834,0.475793,0.134089,0.130264,0.706816,0.092227,1.0,0.0,0.751916,0.958879,0.987987,0.712335,2.24,1,0.048945
0.498666,0.193978,0.521912,0.459085,0.169154,0.168982,0.73541,0.089297,1.0,0.0,0.872792,0.997716,0.977349,0.851074,2.24,2,0.120312
0.499011,0.186929,0.509148,0.460054,0.146508,0.137887,0.71959,0.089688,1.0,0.0,0.791426,0.991569,0.978955,0.768239,2.24,3,0.108008
0.535657,0.203556,0.597317,0.488382,0.128567,0.127299,0.699727,0.093711,1.0,0.0,0.733242,0.930903,0.992121,0.677199,2.24,4,0.01918
0.491151,0.19376,0.524957,0.453901,0.144257,0.144256,0.724355,0.089531,1.0,0.0,0.799616,0.997514,0.97832,0.780335,2.24,5,0.189258
0.519361,0.199672,0.552998,0.474459,0.100428,0.100324,0.696934,0.091523,1.0,0.0,0.582428,0.918126,0.985732,0.527112,2.24,6,0.263516
0.52069,0.192518,0.567578,0.478766,0.125128,0.122967,0.703301,0.093496,1.0,0.0,0.714967,0.945831,0.991576,0.670541,2.24,7,0.033242
0.503899,0.194178,0.540238,0.465853,0.11173,0.111712,0.692832,0.091172,1.0,0.0,0.650597,0.897694,0.984534,0.575004,2.24,8,0.07875
0.535433,0.211468,0.60256,0.490503,0.113103,0.112678,0.690391,0.094687,1.0,0.0,0.657142,0.884644,0.994371,0.578064,2.24,9,0.070391
0.493328,0.194125,0.527408,0.455005,0.125629,0.123075,0.703926,0.089746,1.0,0.0,0.716408,0.948271,0.979191,0.665213,2.24,10,0.001445
0.491674,0.208217,0.505257,0.455024,0.121989,0.121956,0.700215,0.090371,1.0,0.0,0.704881,0.933038,0.981628,0.645598,2.24,11,0.074688
0.485658,0.196838,0.508821,0.45073,0.1467,0.145805,0.718125,0.089219,1.0,0.0,0.806652,0.989044,0.977021,0.779481,2.24,12,0.021172
0.487376,0.177545,0.480387,0.451281,0.162869,0.161051,0.728477,0.088359,1.0,0.0,0.8548,0.999819,0.973263,0.831795,2.24,13,0.070742
0.504953,0.194064,0.527322,0.467749,0.11769,0.115686,0.700059,0.091328,1.0,0.0,0.67772,0.932358,0.985072,0.622445,2.24,14,0.115195
0.504481,0.175179,0.502935,0.467527,0.149772,0.135902,0.724902,0.090938,1.0,0.0,0.792698,0.997972,0.983708,0.778202,2.24,15,0.134531
0.517136,0.189755,0.560094,0.475139,0.114135,0.11014,0.693945,0.092871,1.0,0.0,0.65271,0.903429,0.989887,0.583714,2.24,16,0.062773
0.498466,0.199401,0.556021,0.457465,0.110612,0.107078,0.699961,0.089688,1.0,0.0,0.633924,0.931932,0.978955,0.578341,2.24,17,0.160156
0.51714,0.195984,0.572122,0.476944,0.15573,0.153103,0.725625,0.092129,1.0,0.0,0.833183,0.998506,0.987686,0.821693,2.24,18,0.0125
0.490369,0.18759,0.496246,0.450931,0.147336,0.130968,0.729453,0.08832,1.0,0.0,0.777961,0.999977,0.973086,0.757006,2.24,19,0.217422
0.503158,0.19283,0.529954,0.465228,0.113849,0.113819,0.696328,0.090762,1.0,0.0,0.662358,0.915232,0.983076,0.595952,2.245,0,0.149375
0.524624,0.18566,0.557441,0.479446,0.101321,0.10132,0.680957,0.092891,1.0,0.0,0.588419,0.828692,0.989942,0.482713,2.245,1,0.094766
0.5077,0.200612,0.545419,0.466297,0.104591,0.101767,0.690703,0.091387,1.0,0.0,0.599918,0.886349,0.985272,0.523905,2.245,2,0.142539
0.497759,0.185799,0.514557,0.459956,0.119419,0.110292,0.70623,0.090176,1.0,0.0,0.666784,0.95682,0.980882,0.625795,2.245,3,0.195859
0.543972,0.201598,0.609909,0.495392,0.098275,0.085224,0.681953,0.094941,1.0,0.0,0.522123,0.834976,0.994895,0.433735,2.245,4,0.189492
0.499675,0.190485,0.534795,0.461774,0.124642,0.12304,0.70002,0.090742,1.0,0.0,0.713998,0.932188,0.983005,0.654268,2.245,5,0.056367
0.52879,0.198221,0.579988,0.483425,0.084058,0.082308,0.668438,0.093555,1.0,0.0,0.464325,0.743721,0.991726,0.342471,2.245,6,0.111094
0.533338,0.196885,0.582382,0.489244,0.126854,0.125907,0.71502,0.094121,1.0,0.0,0.72608,0.98262,0.993112,0.708546,2.245,7,0.180937
0.521211,0.194978,0.563342,0.478413,0.108323,0.096593,0.697422,0.092324,1.0,0.0,0.593341,0.920428,0.988286,0.53973,2.245,8,0.163906
0.538274,0.208933,0.620811,0.4943,0.082006,0.082,0.662754,0.096016,1.0,0.0,0.455741,0.702378,0.99683,0.319087,2.245,9,0.048125
0.502085,0.201304,0.55094,0.462694,0.109042,0.095407,0.69166,0.091074,1.0,0.0,0.591094,0.891509,0.984192,0.518636,2.245,10,0.09957
0.500415,0.215646,0.556587,0.461362,0.113956,0.113831,0.693535,0.090723,1.0,0.0,0.662687,0.901332,0.982933,0.587107,2.245,11,0.062539
0.492323,0.204417,0.525395,0.45674,0.141201,0.138006,0.714688,0.090547,1.0,0.0,0.782227,0.981849,0.982286,0.754424,2.245,12,0.092813
0.487274,0.169687,0.462742,0.452178,0.14418,0.144174,0.718281,0.088672,1.0,0.0,0.799332,0.989329,0.974661,0.770764,2.245,13,0.164258
0.507606,0.188308,0.514911,0.469613,0.069689,0.069683,0.677598,0.092363,1.0,0.0,0.362848,0.806919,0.988404,0.289394,2.245,14,0.274297
0.502421,0.173534,0.501183,0.466696,0.129744,0.11869,0.712793,0.092324,1.0,0.0,0.71435,0.977134,0.988286,0.689839,2.245,15,0.147891
0.529527,0.199678,0.590684,0.484955,0.105845,0.102941,0.689102,0.094453,1.0,0.0,0.607387,0.8775,0.993865,0.529712,2.245,16,0.075195
0.493609,0.194579,0.534164,0.454989,0.088743,0.08715,0.6825,0.089512,1.0,0.0,0.498599,0.838392,0.978239,0.408925,2.245,17,0.17457
0.519415,0.202941,0.582134,0.477965,0.142743,0.137282,0.717227,0.092539,1.0,0.0,0.783607,0.987334,0.988929,0.765116,2.245,18,0.101289
0.495368,0.19026,0.526105,0.455576,0.178768,0.158478,0.741523,0.088535,1.0,0.0,0.869255,0.989679,0.974054,0.837963,2.245,19,0.016914
0.50401,0.187267,0.538179,0.46575,0.091935,0.091299,0.677891,0.091875,1.0,0.0,0.524284,0.808852,0.986884,0.418506,2.25,0,0.160586
0.53902,0.190666,0.599118,0.491308,0.100006,0.09886,0.68084,0.094316,1.0,0.0,0.576365,0.827947,0.99356,0.474127,2.25,1,0.11418
0.522192,0.19977,0.564519,0.479475,0.099065,0.098515,0.68375,0.093379,1.0,0.0,0.572236,0.846103,0.991271,0.479944,2.25,2,0.108594
0.507825,0.193739,0.552064,0.467512,0.094454,0.093331,0.686699,0.091406,1.0,0.0,0.539803,0.863742,0.985338,0.459415,2.25,3,0.204883
0.549705,0.204857,0.620876,0.499556,0.098702,0.098133,0.678086,0.094863,1.0,0.0,0.569818,0.810137,0.994737,0.459201,2.25,4,0.09
0.515403,0.19959,0.568458,0.473136,0.091545,0.091533,0.671504,0.092754,1.0,0.0,0.523753,0.765422,0.989554,0.396704,2.25,5,0.043398
0.540271,0.207361,0.608116,0.493087,0.064073,0.063197,0.661328,0.094844,1.0,0.0,0.316285,0.691824,0.994697,0.217653,2.25,6,0.247852
0.538915,0.1947,0.586292,0.493528,0.088287,0.088188,0.683223,0.094961,1.0,0.0,0.500708,0.842866,0.994934,0.419892,2.25,7,0.199531
0.52294,0.192361,0.56496,0.48071,0.103228,0.098878,0.689004,0.092969,1.0,0.0,0.586416,0.876952,0.990161,0.509199,2.25,8,0.102031
0.540134,0.204081,0.613858,0.497338,0.090698,0.086188,0.669199,0.096953,1.0,0.0,0.501777,0.749156,0.998145,0.375212,2.25,9,0.044375
0.508242,0.196588,0.550395,0.467708,0.098723,0.098513,0.681426,0.091074,1.0,0.0,0.571126,0.831659,0.984192,0.467474,2.25,10,0.06293
0.507752,0.213745,0.553408,0.467249,0.068832,0.067961,0.659238,0.091895,1.0,0.0,0.352925,0.676252,0.986946,0.235551,2.25,11,0.148906
0.500429,0.202411,0.527842,0.461572,0.134814,0.132838,0.711211,0.090879,1.0,0.0,0.759043,0.972796,0.983499,0.72621,2.25,12,0.058555
0.483183,0.163328,0.449655,0.449939,0.128446,0.128443,0.703555,0.088828,1.0,0.0,0.735587,0.946829,0.975347,0.679304,2.25,13,0.102656
0.522409,0.197289,0.566557,0.480046,0.069671,0.067694,0.665059,0.093887,1.0,0.0,0.355056,0.719295,0.992553,0.253488,2.25,14,0.193125
0.51156,0.182086,0.53809,0.47491,0.124797,0.11697,0.705762,0.093086,1.0,0.0,0.698665,0.955139,0.990485,0.660973,2.25,15,0.100469
0.540071,0.201226,0.602458,0.492804,0.087866,0.086986,0.67873,0.095078,1.0,0.0,0.494944,0.814357,0.995167,0.401113,2.25,16,0.173555
0.502848,0.203882,0.559905,0.46303,0.067741,0.065892,0.653789,0.091758,1.0,0.0,0.340715,0.653523,0.986505,0.21966,2.25,17,0.120195
0.533712,0.211889,0.605504,0.488864,0.133548,0.129858,0.706641,0.094629,1.0,0.0,0.749882,0.958266,0.994247,0.714452,2.25,18,0.046367
