mean_H,std_H,op_up,op_dn,mi1,decay,tcomp,gzip,w_H,w_OP_s,w_OP_t,w_T,w_G,score,T,seed,magnetisation
0.560718,0.212321,0.650244,0.511772,0.07001,0.069829,0.649473,0.097402,1.0,0.0,0.36464,0.685871,0.998651,0.249758,2.285,19,0.001836
0.567271,0.1949,0.625214,0.517771,0.056764,0.056647,0.63582,0.09957,1.0,0.0,0.263366,0.783934,0.999963,0.206454,2.29,0,0.024414
0.590735,0.196732,0.677698,0.536629,0.045654,0.045643,0.619609,0.102051,1.0,0.0,0.182513,0.884644,0.999159,0.161323,2.29,1,0.007422
0.585082,0.20114,0.672974,0.531169,0.049034,0.048111,0.632109,0.100449,1.0,0.0,0.203214,0.808852,0.99996,0.164363,2.29,2,0.055898
0.581061,0.202617,0.666122,0.526409,0.046191,0.045262,0.627012,0.100703,1.0,0.0,0.183035,0.84142,0.999901,0.153994,2.29,3,0.112578
0.589529,0.208164,0.688023,0.533769,0.042521,0.039508,0.618184,0.100977,1.0,0.0,0.150785,0.892343,0.999809,0.134526,2.29,4,0.074531
0.601075,0.21851,0.70941,0.542395,0.031886,0.030781,0.605918,0.10248,1.0,0.0,0.092062,0.948874,0.99877,0.087248,2.29,5,0.095469
0.605993,0.196463,0.687576,0.548752,0.028258,0.026777,0.59666,0.103691,1.0,0.0,0.072003,0.978549,0.997278,0.070266,2.29,6,0.003477
0.599953,0.197629,0.698978,0.543733,0.034726,0.034418,0.605391,0.104004,1.0,0.0,0.110605,0.950881,0.996799,0.104835,2.29,7,0.015391
0.594802,0.220094,0.70146,0.541603,0.038075,0.035984,0.611621,0.102344,1.0,0.0,0.125384,0.924857,0.998902,0.115835,2.29,8,0.022617
0.598316,0.201736,0.680148,0.54571,0.020053,0.019363,0.578477,0.103984,1.0,0.0,0.037846,0.999819,0.99683,0.037719,2.29,9,0.06418
0.570264,0.196553,0.635679,0.520437,0.049781,0.04961,0.629453,0.098672,1.0,0.0,0.21134,0.82608,0.999647,0.174523,2.29,10,0.104219
0.550503,0.199997,0.621293,0.504993,0.038814,0.033791,0.611016,0.097969,1.0,0.0,0.120395,0.927601,0.999175,0.111587,2.29,11,0.040742
0.572203,0.197749,0.647238,0.522701,0.046088,0.045511,0.624121,0.100312,1.0,0.0,0.183563,0.858916,0.99998,0.157662,2.29,12,0.082109
0.546776,0.177866,0.582676,0.503804,0.081072,0.081053,0.662246,0.097734,1.0,0.0,0.44881,0.698626,0.998974,0.313229,2.29,13,0.067148
0.564626,0.193832,0.638681,0.51824,0.04896,0.048277,0.626875,0.09998,1.0,0.0,0.203553,0.842264,1.0,0.171446,2.29,14,0.053633
0.591428,0.20215,0.673832,0.54066,0.01635,0.013734,0.57541,0.103086,1.0,0.0,0.022117,0.998356,0.998097,0.022039,2.29,15,0.056094
0.59016,0.188657,0.664204,0.539043,0.055458,0.052351,0.635352,0.102676,1.0,0.0,0.242097,0.787132,0.998569,0.19029,2.29,16,0.010313
0.567588,0.216147,0.661224,0.51591,0.042262,0.041368,0.622188,0.098711,1.0,0.0,0.156297,0.870188,0.999668,0.135963,2.29,17,0.036836
0.610138,0.204134,0.694792,0.552913,0.03066,0.030283,0.600684,0.103965,1.0,0.0,0.087387,0.96713,0.996861,0.084249,2.29,18,0.126484
0.571032,0.210437,0.662312,0.520808,0.045633,0.044342,0.635117,0.1,1.0,0.0,0.177872,0.788726,1.0,0.140293,2.29,19,0.216875
0.580516,0.198165,0.660769,0.527345,0.060874,0.059968,0.642227,0.100586,1.0,0.0,0.291623,0.73896,0.999931,0.215483,2.295,0,0.023945
0.5915,0.199408,0.685829,0.5364,0.049314,0.044487,0.62584,0.102734,1.0,0.0,0.190753,0.848603,0.998506,0.161632,2.295,1,0.039023
0.601132,0.200822,0.688416,0.543875,0.023687,0.021431,0.594688,0.103184,1.0,0.0,0.049086,0.983288,0.997975,0.048168,2.295,2,0.084844
0.596264,0.204939,0.705719,0.538806,0.041534,0.041163,0.6225,0.102246,1.0,0.0,0.153212,0.868391,0.998992,0.132914,2.295,3,0.126836
0.592299,0.202818,0.682845,0.535755,0.042451,0.039749,0.618555,0.101543,1.0,0.0,0.151393,0.890359,0.999524,0.13473,2.295,4,0.066523
0.612668,0.222272,0.736225,0.550692,0.035716,0.035557,0.60959,0.103496,1.0,0.0,0.116968,0.933884,0.997558,0.108968,2.295,5,0.068242
0.611583,0.194131,0.692763,0.553892,0.020771,0.019703,0.581758,0.103887,1.0,0.0,0.039832,0.999759,0.996983,0.039703,2.295,6,0.011875
0.59783,0.194477,0.676231,0.543073,0.035027,0.03188,0.606152,0.102598,1.0,0.0,0.10382,0.947969,0.998651,0.098285,2.295,7,0.038242
0.600111,0.224662,0.713766,0.546142,0.03413,0.027281,0.605488,0.103691,1.0,0.0,0.087495,0.950512,0.997278,0.082939,2.295,8,0.028398
0.603475,0.201995,0.684703,0.548215,0.033367,0.030019,0.607305,0.103516,1.0,0.0,0.093803,0.943418,0.997531,0.088277,2.295,9,0.107695
0.579917,0.195843,0.64906,0.529292,0.047706,0.040273,0.624727,0.101172,1.0,0.0,0.16969,0.855314,0.999725,0.145098,2.295,10,0.038164
0.565715,0.20053,0.649993,0.518222,0.060957,0.059077,0.64209,0.099375,1.0,0.0,0.288471,0.739942,0.999922,0.213435,2.295,11,0.057109
0.557698,0.196364,0.634405,0.511046,0.053574,0.053227,0.635078,0.099258,1.0,0.0,0.238567,0.788991,0.99989,0.188207,2.295,12,0.072891
0.559684,0.186211,0.608739,0.513151,0.051239,0.051165,0.62793,0.099043,1.0,0.0,0.222327,0.83571,0.999817,0.185767,2.295,13,0.058477
0.568425,0.191801,0.641631,0.520793,0.031006,0.028816,0.605742,0.100293,1.0,0.0,0.084269,0.949547,0.999983,0.080016,2.295,14,0.103594
0.61113,0.201573,0.709358,0.55762,0.023658,0.022269,0.587852,0.105488,1.0,0.0,0.050883,0.995195,0.993994,0.050335,2.295,15,0.01375
0.594206,0.186528,0.658833,0.542545,0.039142,0.034087,0.618809,0.10332,1.0,0.0,0.122302,0.888994,0.997798,0.108486,2.295,16,0.129531
0.56541,0.210567,0.658933,0.515691,0.062967,0.062127,0.644219,0.09916,1.0,0.0,0.307926,0.72456,0.999859,0.223079,2.295,17,0.065547
0.615063,0.20871,0.709811,0.557103,0.033326,0.030902,0.606895,0.104629,1.0,0.0,0.096288,0.945058,0.995724,0.090609,2.295,18,0.131602
0.568852,0.205284,0.657927,0.520241,0.040179,0.039688,0.615781,0.100117,1.0,0.0,0.143925,0.904816,0.999997,0.130225,2.295,19,0.073203
0.581993,0.194505,0.641388,0.529829,0.033563,0.029401,0.607539,0.101074,1.0,0.0,0.092483,0.942471,0.999769,0.087142,2.3,0,0.057227
0.596334,0.202371,0.690497,0.543083,0.02444,0.017297,0.587871,0.104668,1.0,0.0,0.041044,0.995172,0.995651,0.040668,2.3,1,0.025352
0.613396,0.21157,0.70497,0.555389,0.031835,0.031082,0.606016,0.104629,1.0,0.0,0.092768,0.948498,0.995724,0.087614,2.3,2,0.014219
0.608995,0.206906,0.71548,0.550595,0.033646,0.03331,0.608828,0.104258,1.0,0.0,0.104204,0.937136,0.996381,0.0973,2.3,3,0.08375
0.602963,0.211566,0.712595,0.54522,0.042659,0.041066,0.616406,0.103164,1.0,0.0,0.156573,0.901633,0.998,0.140889,2.3,4,0.016953
0.606486,0.222764,0.715743,0.547125,0.046187,0.046156,0.624434,0.102832,1.0,0.0,0.186175,0.857061,0.998397,0.159307,2.3,5,0.07375
0.610892,0.197839,0.696514,0.555363,0.021341,0.020565,0.583789,0.105703,1.0,0.0,0.042634,0.998879,0.993516,0.04231,2.3,6,0.011563
0.611354,0.20458,0.708344,0.554456,0.018671,0.01566,0.582363,0.105566,1.0,0.0,0.02867,0.999564,0.993822,0.02848,2.3,7,0.107617
0.609836,0.223346,0.726226,0.554873,0.039196,0.038892,0.61584,0.104336,1.0,0.0,0.13819,0.90452,0.996247,0.124527,2.3,8,0.12918
0.596599,0.199027,0.677813,0.544106,0.034712,0.033764,0.614004,0.102969,1.0,0.0,0.108614,0.913627,0.998239,0.099058,2.3,9,0.137852
0.598707,0.199522,0.681297,0.544093,0.028424,0.02842,0.606211,0.103477,1.0,0.0,0.076622,0.947742,0.997586,0.072442,2.3,10,0.178828
0.581767,0.201467,0.657284,0.530976,0.042024,0.041868,0.618691,0.100801,1.0,0.0,0.157192,0.889625,0.999872,0.139824,2.3,11,0.00957
0.570348,0.20431,0.658664,0.521958,0.028032,0.027911,0.59625,0.100898,1.0,0.0,0.074332,0.979581,0.999839,0.072803,2.3,12,0.054453
0.56678,0.193228,0.638554,0.520446,0.047448,0.044274,0.620664,0.100879,1.0,0.0,0.183757,0.878812,0.999846,0.161463,2.3,13,0.012227
0.577509,0.190855,0.638598,0.526755,0.038565,0.037894,0.614473,0.100937,1.0,0.0,0.132994,0.911338,0.999824,0.121182,2.3,14,0.059062
0.610292,0.195821,0.693918,0.556641,0.023075,0.02248,0.586836,0.10502,1.0,0.0,0.050129,0.996356,0.994974,0.049695,2.3,15,0.024922
0.605134,0.187734,0.676185,0.551398,0.039737,0.039177,0.613867,0.104668,1.0,0.0,0.140837,0.914289,0.995651,0.128206,2.3,16,0.044258
0.571526,0.208906,0.669104,0.520934,0.048108,0.047913,0.624707,0.100391,1.0,0.0,0.199209,0.855431,0.999969,0.170405,2.3,17,0.038594
0.62075,0.205349,0.719383,0.561163,0.035709,0.033329,0.606641,0.105371,1.0,0.0,0.110153,0.946062,0.994247,0.103612,2.3,18,0.051133
0.602313,0.218493,0.720391,0.544795,0.036778,0.035499,0.611387,0.103594,1.0,0.0,0.119976,0.925924,0.99742,0.110802,2.3,19,0.048672
0.589506,0.200563,0.678697,0.536568,0.02546,0.025298,0.591523,0.102578,1.0,0.0,0.06174,0.989679,0.998672,0.061022,2.305,0,0.009141
0.609316,0.20665,0.709665,0.550403,0.03097,0.03097,0.600332,0.10502,1.0,0.0,0.090099,0.96822,0.994974,0.086797,2.305,1,0.024648
0.614529,0.213637,0.717777,0.556346,0.026378,0.026371,0.60293,0.105078,1.0,0.0,0.066457,0.959756,0.994856,0.063455,2.305,2,0.13375
0.623998,0.206287,0.747371,0.562599,0.02733,0.027256,0.594473,0.10543,1.0,0.0,0.070941,0.983769,0.994121,0.069379,2.305,3,0.039531
0.60718,0.212995,0.717789,0.548004,0.041287,0.040862,0.615488,0.10293,1.0,0.0,0.151397,0.906294,0.998285,0.136975,2.305,4,0.027969
0.605603,0.219059,0.72407,0.548146,0.029666,0.029537,0.604707,0.103242,1.0,0.0,0.082748,0.953429,0.9979,0.078729,2.305,5,0.135508
0.624315,0.203992,0.727441,0.566391,0.01068,0.010658,0.560625,0.107207,1.0,0.0,0.011297,0.971098,0.989666,0.010858,2.305,6,0.03543
0.608935,0.197529,0.69197,0.551363,0.014978,0.014083,0.567891,0.104609,1.0,0.0,0.020801,0.988609,0.99576,0.020476,2.305,7,0.005742
0.614261,0.223631,0.738272,0.557971,0.042277,0.042191,0.615176,0.105117,1.0,0.0,0.159121,0.907858,0.994777,0.143705,2.305,8,0.007188
0.611994,0.209127,0.714676,0.557566,0.016038,0.016025,0.578496,0.105938,1.0,0.0,0.025268,0.999823,0.992974,0.025086,2.305,9,0.128555
0.61672,0.204556,0.721236,0.559002,0.041994,0.041568,0.616016,0.105586,1.0,0.0,0.156084,0.903628,0.993779,0.140164,2.305,10,0.032187
0.591665,0.202909,0.672943,0.536754,0.03116,0.030883,0.601348,0.102012,1.0,0.0,0.090378,0.965023,0.999191,0.087146,2.305,11,0.041602
0.582204,0.206554,0.675231,0.532239,0.027533,0.027513,0.596602,0.102695,1.0,0.0,0.072083,0.978698,0.998548,0.070445,2.305,12,0.065391
0.575468,0.196207,0.653414,0.527348,0.033884,0.033053,0.605996,0.101348,1.0,0.0,0.104135,0.948573,0.999637,0.098744,2.305,13,0.093242
0.590048,0.199317,0.677852,0.53628,0.024757,0.022682,0.595352,0.10291,1.0,0.0,0.054109,0.981757,0.998308,0.053032,2.305,14,0.118125
0.606855,0.189797,0.673322,0.554494,0.032586,0.032584,0.602344,0.105,1.0,0.0,0.09909,0.961747,0.995012,0.094825,2.305,15,0.007305
0.612187,0.193993,0.697741,0.557807,0.022816,0.018134,0.587129,0.10543,1.0,0.0,0.04023,0.996037,0.994121,0.039835,2.305,16,0.077422
0.576426,0.204368,0.664551,0.526401,0.032324,0.031858,0.605605,0.101836,1.0,0.0,0.096298,0.950068,0.999326,0.091428,2.305,17,0.094062
0.62189,0.201487,0.713061,0.56451,0.017434,0.015484,0.572578,0.105996,1.0,0.0,0.026513,0.995706,0.992835,0.02621,2.305,18,0.015352
0.596408,0.216938,0.706047,0.543231,0.043428,0.043289,0.621328,0.104043,1.0,0.0,0.166721,0.875081,0.996736,0.145418,2.305,19,0.020039
0.597764,0.203093,0.67974,0.542649,0.01531,0.014494,0.568906,0.103574,1.0,0.0,0.021865,0.990431,0.997448,0.021601,2.31,0,0.093438
0.611389,0.207813,0.710371,0.553132,0.016645,0.016357,0.576055,0.105508,1.0,0.0,0.026738,0.998785,0.993951,0.026544,2.31,1,0.075039
0.61974,0.209282,0.693393,0.560983,0.02489,0.02474,0.594023,0.10625,1.0,0.0,0.059135,0.984754,0.992218,0.05778,2.31,2,0.046953
0.627811,0.203293,0.743123,0.564887,0.020126,0.014146,0.581543,0.106445,1.0,0.0,0.027907,0.999814,0.991726,0.027671,2.31,3,0.091992
0.620967,0.210556,0.729554,0.562125,0.026414,0.02615,0.593203,0.105684,1.0,0.0,0.066014,0.986473,0.99356,0.064702,2.31,4,0.101016
0.625796,0.217967,0.739404,0.564195,0.031313,0.030742,0.599824,0.105742,1.0,0.0,0.090404,0.969763,0.993427,0.087094,2.31,5,0.038008
0.626534,0.207275,0.727014,0.568476,0.006229,0.006187,0.5475,0.107344,1.0,0.0,0.003844,0.920793,0.989272,0.003502,2.31,6,0.115977
0.624329,0.195955,0.711599,0.564842,0.023747,0.021962,0.586777,0.105742,1.0,0.0,0.050386,0.996418,0.993427,0.049875,2.31,7,0.03957
0.624557,0.221604,0.749086,0.566002,0.015172,0.013478,0.571348,0.106738,1.0,0.0,0.020172,0.994168,0.99096,0.019873,2.31,8,0.022852
0.629455,0.2129,0.747887,0.570883,0.023803,0.023787,0.586875,0.106777,1.0,0.0,0.054549,0.996314,0.990856,0.053851,2.31,9,0.034063
0.616476,0.207915,0.712027,0.558686,0.028592,0.028506,0.607305,0.105488,1.0,0.0,0.07727,0.943418,0.993994,0.07246,2.31,10,0.182773
0.622432,0.215614,0.736717,0.562163,0.021459,0.021101,0.585449,0.105059,1.0,0.0,0.043948,0.997683,0.994895,0.043622,2.31,11,0.056562
0.595953,0.197125,0.691733,0.543086,0.029765,0.028054,0.598945,0.103652,1.0,0.0,0.079058,0.972348,0.997336,0.076667,2.31,12,0.038125
0.590574,0.195471,0.676826,0.538613,0.031299,0.029769,0.599512,0.103398,1.0,0.0,0.087674,0.970695,0.997693,0.084908,2.31,13,0.054414
0.609311,0.204528,0.717054,0.554415,0.018846,0.01411,0.581113,0.105605,1.0,0.0,0.026108,0.999903,0.993735,0.025942,2.31,14,0.027148
0.606629,0.191851,0.666924,0.55452,0.019033,0.018906,0.579531,0.10498,1.0,0.0,0.035137,0.999983,0.995051,0.034962,2.31,15,0.064102
0.619795,0.194587,0.706726,0.563662,0.012571,0.01159,0.577012,0.107324,1.0,0.0,0.014429,0.999303,0.989329,0.014265,2.31,16,0.159492
0.585712,0.207485,0.679903,0.534517,0.021726,0.021242,0.581113,0.102949,1.0,0.0,0.044767,0.999903,0.998262,0.044684,2.31,17,0.037813
0.647918,0.207971,0.765559,0.583524,0.013499,0.01194,0.563555,0.107871,1.0,0.0,0.015944,0.979093,0.987686,0.015418,2.31,18,0.016328
0.603262,0.215452,0.721785,0.548283,0.038495,0.038382,0.619004,0.103984,1.0,0.0,0.13433,0.887939,0.99683,0.118899,2.31,19,0.096523
0.619893,0.208044,0.725795,0.560405,0.011135,0.009118,0.557578,0.105977,1.0,0.0,0.010083,0.961485,0.992882,0.009626,2.315,0,0.013945
0.629457,0.205827,0.741115,0.567598,0.018314,0.018311,0.580859,0.106719,1.0,0.0,0.032799,0.999942,0.991012,0.032502,2.315,1,0.073555
0.623348,0.209881,0.728131,0.563551,0.01502,0.014566,0.57082,0.105898,1.0,0.0,0.021563,0.993438,0.993066,0.021273,2.315,2,0.078281
0.618855,0.199527,0.719671,0.558328,0.032514,0.024814,0.605723,0.105117,1.0,0.0,0.076391,0.949621,0.994777,0.072164,2.315,3,0.092617
0.624662,0.203418,0.729465,0.566173,0.020074,0.014605,0.577754,0.106445,1.0,0.0,0.028728,0.999606,0.991726,0.028479,2.315,4,0.014766
0.620275,0.217921,0.740263,0.560004,0.017131,0.017112,0.574043,0.106113,1.0,0.0,0.028752,0.997231,0.992553,0.028459,2.315,5,0.054219
0.644786,0.214985,0.770003,0.580363,0.007239,0.006069,0.551777,0.109102,1.0,0.0,0.004381,0.939669,0.983569,0.004049,2.315,6,0.09457
0.614964,0.192408,0.700282,0.558483,0.015382,0.014852,0.581309,0.106211,1.0,0.0,0.022502,0.999866,0.992315,0.022326,2.315,7,0.179688
0.619414,0.218125,0.732876,0.56241,0.02512,0.025077,0.592988,0.106621,1.0,0.0,0.060438,0.986907,0.991271,0.059126,2.315,8,0.085586
0.635096,0.207597,0.742625,0.575516,0.015513,0.014872,0.570059,0.108965,1.0,0.0,0.022721,0.992309,0.984055,0.022187,2.315,9,0.033281
0.625289,0.206114,0.73348,0.565677,0.016099,0.015026,0.571953,0.10668,1.0,0.0,0.023805,0.994954,0.991116,0.023475,2.315,10,0.046133
0.623853,0.212571,0.730298,0.56453,0.015178,0.015173,0.577168,0.105879,1.0,0.0,0.022682,0.999374,0.993112,0.022511,2.315,11,0.144063
0.613121,0.208714,0.734299,0.556204,0.019345,0.019337,0.579102,0.105273,1.0,0.0,0.036495,0.999937,0.994454,0.036291,2.315,12,0.018203
0.584966,0.187899,0.668393,0.535754,0.024958,0.023986,0.589863,0.103516,1.0,0.0,0.057552,0.992428,0.997531,0.056975,2.315,13,0.078594
0.616977,0.206182,0.71765,0.560034,0.011886,0.01162,0.564238,0.105938,1.0,0.0,0.013686,0.980778,0.992974,0.013328,2.315,14,0.006172
0.613171,0.193004,0.701904,0.560233,0.014415,0.014114,0.574121,0.106582,1.0,0.0,0.020072,0.997304,0.991373,0.019845,2.315,15,0.104258
0.641496,0.199336,0.740362,0.580915,0.011152,0.010941,0.562676,0.109023,1.0,0.0,0.012104,0.976825,0.983847,0.011632,2.315,16,0.094414
0.601193,0.20616,0.703852,0.543568,0.02523,0.023782,0.591094,0.103105,1.0,0.0,0.057677,0.990431,0.998073,0.057015,2.315,17,0.006562
0.656276,0.205199,0.772583,0.590247,0.017887,0.015941,0.575234,0.10873,1.0,0.0,0.027976,0.998227,0.984871,0.027504,2.315,18,0.030547
0.602902,0.204768,0.685434,0.551725,0.030705,0.029245,0.60998,0.105117,1.0,0.0,0.084679,0.932188,0.994777,0.078524,2.315,19,0.153281
0.629057,0.204957,0.737477,0.568777,0.015073,0.014717,0.571738,0.107207,1.0,0.0,0.021859,0.994682,0.989666,0.021518,2.32,0,0.051328
0.635889,0.205378,0.750953,0.572166,0.010111,0.008465,0.55457,0.10752,1.0,0.0,0.00851,0.950734,0.988755,0.008,2.32,1,0.006484
0.620828,0.206257,0.718059,0.562152,0.01396,0.013845,0.569414,0.105859,1.0,0.0,0.019082,0.991283,0.993157,0.018786,2.32,2,0.106602
0.625404,0.197646,0.721954,0.564336,0.01889,0.01689,0.580918,0.106699,1.0,0.0,0.031235,0.999934,0.991064,0.030954,2.32,3,0.027852
0.623259,0.199637,0.721314,0.56623,0.016443,0.014827,0.572656,0.106094,1.0,0.0,0.023987,0.995796,0.992601,0.023709,2.32,4,0.032344
0.626452,0.214476,0.748834,0.566134,0.016197,0.015907,0.574082,0.106504,1.0,0.0,0.02533,0.997268,0.991576,0.025048,2.32,5,0.019531
0.646465,0.204334,0.745932,0.584163,0.00786,0.007711,0.551348,0.109883,1.0,0.0,0.006036,0.937876,0.980656,0.005552,2.32,6,0.059492
0.631141,0.205341,0.746265,0.571451,0.017579,0.01751,0.570957,0.107266,1.0,0.0,0.030159,0.993632,0.989498,0.029652,2.32,7,0.012578
0.614125,0.214031,0.722479,0.560462,0.016132,0.015322,0.577129,0.106426,1.0,0.0,0.024316,0.999356,0.991776,0.0241,2.32,8,0.100195
0.645046,0.210484,0.755483,0.586522,0.017805,0.015296,0.573477,0.110469,1.0,0.0,0.026741,0.996681,0.97832,0.026075,2.32,9,0.038164
0.6409,0.208862,0.756848,0.578009,0.011682,0.011088,0.560059,0.108262,1.0,0.0,0.012842,0.96941,0.986442,0.01228,2.32,10,0.00293
0.640768,0.213382,0.764351,0.577168,0.016926,0.015198,0.576914,0.106797,1.0,0.0,0.025287,0.999256,0.990803,0.025036,2.32,11,0.093594
0.609029,0.203736,0.713554,0.555151,0.004089,0.004088,0.536289,0.106406,1.0,0.0,0.00167,0.861337,0.991826,0.001426,2.32,12,0.001289
0.585498,0.182212,0.625891,0.537183,0.017466,0.017297,0.573887,0.10375,1.0,0.0,0.029611,0.997085,0.997191,0.029442,2.32,13,0.008867
0.625218,0.209107,0.743384,0.568776,0.009534,0.00952,0.558145,0.108477,1.0,0.0,0.009022,0.96337,0.985732,0.008567,2.32,14,0.051172
0.611844,0.191697,0.710359,0.560038,0.008161,0.001817,0.552578,0.106914,1.0,0.0,0.001479,0.942945,0.990485,0.001382,2.32,15,0.025273
0.671865,0.20079,0.768299,0.604673,0.011476,0.010989,0.565937,0.112285,1.0,0.0,0.012506,0.984669,0.970266,0.011948,2.32,16,0.077383
0.611952,0.206732,0.717058,0.555055,0.018372,0.015755,0.579688,0.104629,1.0,0.0,0.02839,0.999992,0.995724,0.028268,2.32,17,0.004844
0.668827,0.209522,0.788339,0.599976,0.012952,0.012897,0.563203,0.11082,1.0,0.0,0.01652,0.978199,0.976856,0.015786,2.32,18,0.035352
0.62716,0.214321,0.747536,0.569417,0.022499,0.021151,0.588555,0.107793,1.0,0.0,0.046114,0.994299,0.987927,0.045297,2.32,19,0.038945
